entry_id	gh_lemma_1_orth	gh_lemma_1_ipa	gh_lemma_1_ipa_test	gh_lemma_2_orth	gh_lemma_2_ipa	gh_lemma_2_ipa_test	gloss	gloss_register_note	pos	pos_subtype	nom_stem_class	noun_gender	verb_thematicity	verb_stem_type	lemma_1_pre_root	lemma_1_pre_root_status	lemma_1_pre_ety	lemma_1_pre_ipa	lemma_2_pre_ety	lemma_2_pre_ipa	lemma_3_pre_ety	lemma_3_pre_ipa	entry_status	entry_formation_type	entry_historical_type	entry_source(s)	source_notes	note	cog_Celtic	cog_Germanic	cog_Italic	cog_Greek	cog_Sanskrit	cog_Baltic	cog_Slavic	cog_Armenian	cog_Albanian	cog_Anatolian	cog_Tocharian	key_forms	derived_forms	compounds	semantic_field	semantic_subfield	register	synonyms	antonyms	example_sentences	cross_references	lit_mountain	lit_ring	lit_schleicher	lit_strasbourg	swadesh_207	sound_changes	r0-1	r0-2	r0-3	r0-4	r1-1	r1-2	r1-3	r1-4	r1-5	r1-6	r1-7	r1-8	r1-9	r1-10	r1-11	r2-1	r2-2	r2-3	r2-4	r2-5	verb_derivation
43152	stḗr	ˈsteːr	untested	sterés	ste.ˈres	untested	star		noun		r	m			h₂eHs		stḗr						canon		inherited				*stera	*stara-	Lat. stella												The physical world	Celestial bodies										star																						
43288	pérznā	ˈperz.naː	untested	perznās	perz.naːs	untested	"heel, haunch"		noun		ā	f			persn		persneh₂						canon		inherited					*fersno-	"Lat. perna f. '(upper) leg, thigh'"												The body	Limbs and extremities																																
43442	kvetvóres	kʷet.ˈwo.res	untested			untested	four (4)		num		ā	mf											canon	simplex	inherited																		Quantity	Cardinal numbers										four																						
43725	teutorḗks	te͡w.to.ˈreːks	untested	teutoregés	te͡w.to.re.ˈges	untested	"personal name, lit. 'people-king'"		noun (name)		root noun	m											draft	compound	innovation																		Names	Personal names																																
43855	gvī́tis	ˈgʷiː.tis	untested	gvītis	gʷiː.ˈte͡js	untested	life		noun		i	f			gʷeyh₃		gʷih₃tis						canon		inherited																		Emotions and values	Life and death																																
43929	rouðós	ro͡w.ˈðos	untested	rouðózio	ro͡w.ˈðo.z͡jo	untested	red		adj		o/ā				h₁rewdʰ		h₁rowdʰós						canon		inherited		doublet with ruðrós		*rud-i-		Lat. rubere												The physical world	Color																																
43969	sēmṓ	seː.moː	untested	semonés	se.mo.nes	untested	sower		noun		ō/nés	m			seh₁								draft																																																					
44072	péku	ˈpe.ku	untested	pekóus	pek.ˈo͡ws	untested	"wealth, livestock"		noun		u	n			peku	review_base_not_root							canon	simplex	inherited																		Possession	Wealth																																
44473	antér	an.ˈter	untested	—	—	untested	between		adp		indecl				h₁en		h₁n̥tér						canon	simplex	inherited				*enter	*under-	Lat. inter												Spatial relations	Adpositions																																
44532	álizos	ˈa.li.zos	untested	álizozio	ˈa.li.zo.z͡jo	untested	alder (tree)		noun		o	m						h₂é.li.sos					canon	simplex	inherited																		Agriculture and vegetation	Trees																																
44577	sékveti	ˈsek.we.ti	untested	sékvonti	ˈsek.won.ti	untested	to follow		verb				thematic	root	sekʷ		sékʷeti		sékʷ-o-nti				canon	simplex	inherited				*sekW-o-		Lat. sequor												Motion	Locomotion																																
44712	karvós	kar.ˈwos	untested	karvózio	kar.ˈwo.z͡jo	untested	deer		noun		o	m			ḱerh₂wos	review_base_not_root		kar.wós					canon		inherited																		Animals	Wild mammals																																
44746	smérus	ˈsme.rus	untested	samróus	sam.ˈro͡ws	untested	grease		noun		u	m			smer								hold	simplex	inherited																		Food and drink	Substance qualities																																
44841	gónu	ˈgo.nu	untested	gnéus	gno͡ws	untested	knee		noun		u	n			gen		gónu						canon		inherited				*glūnos-	*knewa-	Lat. genu												The body	Limbs and extremities										knee																						
44906	sāl	ˈsaːl	untested	sans	sans	untested	sun		noun		r/n	n					seh₂wl̥	ˈsaʕ.wl̥					draft	derivation	innovation																		The physical world	Celestial bodies																																
45062	dákrom	ˈdak.rom	untested	dákrā	ˈdak.raː	untested	tear (thematized o-stem)		noun		o	n			daḱru		dáḱruom						canon	derivation	innovation		thematized from PIE u-stem *dáḱru-; pl. dákrā (nom/acc pl. neut o-stem)	pl. dákrā; Woman in the Well myth: tears of pain and tears of joy; bound/free water theme	*dakru-	*tagrą (Gothic tagr	lacrima (metathesis + l-	dákruon											The body	Bodily substances					dákru																											
45192	karznóm	karz.ˈnom	untested	karznozio	karz.ˈno.z͡jo	untested	top of the skull		noun		o	n					ḱr̥h₂snóm		ḱr̥h₂snósyo				draft																				The body	Head and face																																
45207	málom	ˈma.lom	untested	malozio	ma.lo.z͡jo	untested	"apple, pear"		noun		o	n			mh₂l		mh₂lom						canon		inherited																		Food and drink	Foods																																
45240	ðubuménos	ðu.bu.ˈme.nos	untested	ðubuménozío	ðu.bu.ˈme.no.z͡jo	untested	"personal epithet, lit. ‘deep mind’"		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
45432	vélti	ˈwel.ti	untested	valénti	wa.ˈlen.ti	untested	"to want, will"		verb				athematic	root	welh₁		wélh₁ti	ˈwelˀ.ti	*wl̥h₁énti	wl̥h₁.ˈen.ti			draft	simplex	inherited																		Cognition	Volition																																
45853	sokiós	sok.ˈios	untested	sokiózio	sok.ˈio.z͡jo	untested	"friend, ally"		noun		o	m											canon	simplex	inherited																		Social and political relations	Social roles																																
46423	udṓr	u.ˈdoːr	untested	udnós	ud.ˈnos	untested	water		noun		r/n	n			wed		udṓr						draft		inherited																		The physical world	Water										water																						
46603	leuðís	le͡w.ˈðis	untested	leuðéis	lew.ˈðe͡js	untested	"person, free-person"		noun		i	mf			h₁leudʰ		h₁léudʰis						canon		inherited					*leudi-	Lat. fiber adj. 'id.'												Social and political relations	Persons																																
46689	mórvis	ˈmor.wis	untested	morveis	mor.we͡js	untested	ant		noun		i	mf			morw		morwis						canon		inherited				*morwi-														Animals	Insects																																
46743	vezuválkvos	we.zu.ˈwal.kʷos	untested	vezuválkvozío	we.zu.ˈwal.kʷo.z͡jo	untested	personal epithet lit. 'good wolf'		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
46791	átnos	ˈat.nos	untested	atnos	at.no.z͡jo	untested	year		noun		o	m					h₂etnos		h₂etnosyo				draft	simplex	inherited																		Time	Periods																																
46819	ɣórtiom	ˈɣor.ti.om	untested	ɣortiozio	ɣor.ti.o.z͡jo	untested	farm		noun		o	n											canon																				Agriculture and vegetation	Farming																																
47158	vezuklatús	we.zu.kla.ˈtus	untested	vezuklatóus	we.zu.kla.ˈto͡ws	untested	personal epithet lit. 'good battle'		noun (name)		u	m											draft	compound	innovation																		Names	Personal names																																
47199	véideti	ˈwe͡j.de.ti	untested	véidonti	ˈwej.don.ti	untested	to see; to know		verb				thematic	root	weyd		weydeti		weyd-o-nti				canon	simplex	inherited																		Cognition	Perception										to see																						
47656	déru	ˈde.ru	untested	drovs	dro͡ws	untested	tree (archaic)		noun		u	n			der								canon		inherited																		Agriculture and vegetation	Trees	archaic																															
47690	βoiðā́	βo͡j.ˈðaː	untested	βoiðā́s	βo͡j.ˈðaːs	untested	"pledge, oath, contract"		noun		ā	f						bʰoy.ˈdʰeh₂					hold		inherited																		Law	Oaths and contracts																																
47862	áiðos	ˈaɪ.ðos	untested	áiðozio	ˈaɪ.ðo.z͡jo	untested	firewood		noun		o	m			h₂eydʰ		h₂éydʰos						canon	simplex	inherited																		Agriculture and vegetation	Plant products																																
48343	néks	ˈneks	untested	nekés	ne.ˈkes	untested	"murder, slaughter, killing"		noun		root noun	f			nek		néḱs	ˈneks					hold		inherited																		Warfare and hunting	Combat																																
48367	nizdós	niz.ˈdos	untested	nizdózio	niz.ˈdo.z͡jo	untested	nest		noun		o	m			sed		nisdós		nisdósyo				draft	simplex	inherited																		Animals	Nesting																																
48403	stā́ti	ˈstaː.ti	untested	stánti	ˈstan.ti	untested	to stand		verb				athematic	root	steh₂		stéh₂ti		sth₂-énti				canon	simplex	inherited				*si-sta-	*sten-	"Lat. sto, stare"												Motion	Posture										to stand																						
48448	válkvī	ˈwal.kʷiː	untested	valkviiā́s	wal.kʷi.ˈjaːs	untested	she-wolf		noun		ī/iā	f			welkʷ		wĺ̥kʷih₂						hold		inherited																		Animals	Wild mammals																																
48466	varmís	war.ˈmis	untested	varméis	war.ˈme͡js	untested	worm		noun		i	m											canon	simplex	inherited																		Animals	Insects										worm																						
49005	ɣórnā	ˈɣor.naː	untested	ɣórnās	ˈɣor.naːs	untested	guts		noun		ā	f			ǵʰorn		ǵʰórneh₂						canon		inherited																		The body	Internal organs										guts																						
49233	penkvedekam		untested			untested	fifteen (15)		num														draft	simplex	inherited																																																			
49389	kléveti	ˈkle.we.ti	untested	klévonti	ˈkle.won.ti	untested	"to hear, listen"		verb				thematic	root	ḱlew		ḱléweti		*ḱléw-o-nti				canon	simplex	inherited		"thematic root present (Ghandwa innovation — PIE present was nasal infix *ḱl̥néwti); everyday register for ""hear, listen""; sacred counterpart (nasal infix form meaning ""hearken, attend reverently"") parked for future session; cf. PGmc *hauzijaną (jan-caus.), PBS *klausītei (iterative), PC *klinutor (nasal infix retained), PIt *kluēie- (stative) — all four sisters diverge"		*klus-i-														Sense perception	Hearing		kalnéuti			kalnéuti; klévos; klutós; klútom					to hear		1																				
49473	vezukórios	we.zu.ˈko.ri.os	untested	vezukóriozío	we.zu.ˈko.ri.o.z͡jo	untested	personal epithet lit. 'good army'		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
49623	sā́val	ˈsaː.wal	untested	savéns	sa.ˈwens	untested	sun	religious	noun		l/n	n			seh₂w		seh₂wl̥	ˈsaʕ.wl̥	sh₂wens				canon	simplex	innovation				*sowono-														The physical world	Celestial bodies										sun																						
49865	alnós	al.ˈnos	untested	alnózio	al.ˈno.z͡jo	untested	"all, every"		adj		o/ā							h₂el.ˈnos					canon	simplex	inherited																		Quantity	Measure							1			all																						
49885	plētós	pleː.ˈtos	untested	plētozio	pleː.ˈto.z͡jo	untested	filled		adj		o/ā				pleh₁		pleh₁tós						canon		inherited																		Emotions and values	Virtue and character																																
50015	párts	ˈparts	untested	pardés	par.ˈdes	untested	large predatory cat		noun		root noun	mf			ph₂e	review_base_not_root	ph₂érds						canon	simplex	loan		possibly related to pánts																Animals	Wild mammals																																
50408	wéjeti	ˈwe.je.ti	untested			untested	to hunt		verb				thematic	*-ye/o-	weyh1		weyh1-e-ti						draft	simplex	inherited		verb; *weyh₁- or periphrastic																											1																						
50572	klútom	ˈklu.tom	untested	klutozio	klu.to.z͡jo	untested	"fame, reputation"		noun		o	n			ḱlu		ḱlutom						canon		inherited																		Emotions and values	Social standing																																
50724	vā́ks	ˈwaːks	untested	vaɣvés	wa.ˈɣʷes	untested	duck		noun		root noun	m					wn̥h₁yeh₂						canon		inherited																		Animals	Birds																																
50732	keitís	ke͡j.ˈtis	untested	keitis	kej.ˈte͡js	untested	sea monster		noun		i	mf						ḱei.tis					canon		inherited																		Animals	Sea creatures																																
50736	kvód	ˈkʷod	untested			untested	what		int						kwod	review_base_not_root	kwód						canon		inherited					*hwa-													Speech and language	Function words										what																						
50782	mégios	ˈmeg.jos	untested	mégiozio	meg.jo.z͡jo	untested	my		adj								mégyos						draft	derivation	innovation																		Quantity	Determiners																																
51128	kéros	ˈke.ros	untested	kérezos	ˈke.re.zos	untested	horn (material)		noun		s	n			ḱerh₂		ḱérh₂os		ḱérh₂-es-os				canon		inherited																		The body	Horn and bone																																
51195	kamtám	kam.ˈtam	untested			untested	hundred		num		indecl				deḱ		ḱm̥tóm						canon		inherited																		Quantity	Cardinal numbers																																
51250	koriopatḗr	ko.ri.o.pa.ˈteːr	untested			untested	"personal name, lit. 'army-father'"		noun (name)		r	m											draft	compound	innovation																		Names	Personal names																																
51343	nevandekam	ne.wan.de.kam	untested			untested	nineteen (19)		num														draft	simplex	inherited																																																			
51419	vḗsti	ˈweːsti	untested	vézanti	ˈwe.zan.ti	untested	"to graze, consume, eat"		verb				athematic	root			wḗsti		wésn̥ti				hold	simplex	inherited																		Food and drink	Eating and drinking																																
51500	ðúzvos	ˈðuz.wos	untested	ðuzvozio	ˈðuz.wo.z͡jo	untested	dark (of a color)		adj		o/ā				dʰews		dʰuswos						canon	simplex	inherited				*dusno-		Lat. fūscus 'dusky'												The physical world	Color																																
51503	sáitus	ˈsaɪ.tus	untested	saitóus	saɪ.ˈto͡ws	untested	"custom, habit, practice"		noun		u	m			sh₂ey		sh₂éytus						hold		inherited																		Social and political relations	Custom																																
51535	ognologós	og.no.lo.ˈgos	untested	ognologózio	og.no.lo.ˈgo.z͡jo	untested	"ash-gatherer, ash-collector"		noun		o	m			h₁engʷ + leǵ								draft	compound	innovation		"ogno- (compounding stem of ógnos) + logós (agent noun from *leǵ- 'gather, collect'); replaces former azmeβóros"																Religion and belief	Ritual					ógnos; légeti; angleβorós																											
51572	iugóm	ju.ˈgom	untested	iugozio	ju.go.z͡jo	untested	yoke		noun		o	n			yug		yugóm						canon		inherited																		Warfare and hunting	Yoking and binding																																
51578	sokioménos	so.ki.o.ˈme.nos	untested	sokioménozío	so.ki.o.ˈme.no.z͡jo	untested	"personal name, lit. 'friend-mind / friend-thought'"		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
51853	βérti	ˈβer.ti	untested	βarénti	βa.ˈren.ti	untested	to carry		verb				athematic	root	bʰer		bʰérti		bʰr̥-énti				canon	simplex	inherited				*ber-o-	*beran-	Lat. fero												Motion	Carrying																																
52066	karnóm	kar.ˈnom	untested	karnózio	kar.ˈno.z͡jo	untested	horn (body part/object)		noun		o	n			ḱerh₂			kar.nóm					canon		inherited																		The body	Horn and bone										horn		1											1				1					
52169	léuðeros	ˈlew.ðe.ros	untested	leuðerozio	ˈlew.ðe.ro.z͡jo	untested	free		adj		o/ā				h₁leudʰ		h₁léudʰeros						canon		inherited					*leudi-	Lat. fiber adj. 'id.'												Emotions and values	Social standing																																
52420	ókvōl	ˈo.kʷoːl	untested	oklés	o.ˈkles	untested	eye	archaic	noun		ōl	m			h₃ekʷ		h₃ekʷōl		h₃eklés				draft	derivation	innovation																		The body	Head and face										1																						
52431	svoidos	swo͡j.dos	untested	svoidozio	swo͡j.do.z͡jo	untested	sweat		noun		o	m					swoydos		swoydosyo				draft	simplex	inherited																		The body	Bodily substances																																
52453	méðios	ˈmeð.jos	untested	méðiozio	ˈmeð.jo.z͡jo	untested	"middle, medium"		adj		o/ā				medʰy		médʰyos						canon		inherited				*medyo-		Lat. medius												Spatial relations	Position																																
52579	vezuménezā	we.zu.ˈme.ne.zaː	untested	vezuménezās	we.zu.ˈme.ne.zaːs	untested	personal epithet lit. 'good mind / good thought'		noun (name)		ā	f											draft	compound	innovation																		Names	Personal names																																
52889	datonóman	da.to.ˈno.man	untested	datonoméns	da.to.no.ˈmens	untested	personal epithet’ (lit. given-name)		noun		man/mén-	n											draft	compound	innovation		"dató- 'given' (verbal adj from *deh₃- 'give', not yet in lexicon) + nóman 'name'; epithets earned through life, whether adulatory, pejorative, or descriptive"																Social organization	Name types					nóman; dídōti; dṓnom; klutonóman																											
53182	menús	me.ˈnus	untested	menú	me.ˈnu	untested	small		adj		u												canon																				Emotions and values	Size and measure																																
53345	marɣús	mar.ˈɣus	untested	marɣu	mar.ɣu	untested	"brief, fast, quick"		adj		u				mr̥ǵʰ	review_zero_grade_or_stem	mr̥ǵʰus						canon		inherited																		Emotions and values	Speed																																
53401	megús	me.ˈgus	untested	megóus	me.ˈgo͡ws	untested	"big, great, mighty"	archaic	adj		u				meǵh₂		meǵh₂us		*meǵh₂eus				canon	simplex	innovation		"u-stem adjective from PIE *meǵh₂-; strong stem leveled throughout (még- generalized over zero-grade *m̥gh₂- = amg-); h₂ drops prevocalically before -u-; centum ǵ→g; zero-grade compounding stem amg- preserved as fossil in pre-Ghandwa epithets (see staging); cf. Lat. magnus (*-no-), PGmc *mikilaz (*-ilo-), PBS verbalized as *mogti"		*magyo-	*mekila-	Lat. maius												Quantity	Measure										big	h₂ prevocalic → drops; paradigm leveled to strong stem	1																				
53402	ðoɣvéieti	ðo.ˈɣʷej.e.ti	untested	ðoɣvéienti	ðo.ˈɣʷej.en.ti	untested	"to kindle, ignite, set on fire"		verb				thematic	*-éye/o-	dʰegʷʰ		dʰogʷʰéyeti		*dʰogʷʰéye-nti				canon	simplex	inherited		éye-causative of ðéɣveti; o-grade root + -éye- suffix; what humans do to invoke Agnis; first éye-causative in lexicon																Basic actions and technology	Fire-making					ðéɣveti; óngvan; pū́r																								1	1		causative
53519	válkvelos	ˈwal.kʷe.los	untested	válkvelozío	ˈwal.kʷe.lo.z͡jo	untested	"personal name, lit. 'little wolf'"		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
53557	regús	re.ˈgus	untested	regú	re.ˈgu	untested	"right, correct, proper"		adj		u				h₃reǵ		h₃réǵu̯s						canon		inherited																		Emotions and values	Virtue and character										correct																						
53720	ɣvéros	ˈɣʷe.ros	untested	ɣvérozio	ˈɣʷe.ro.z͡jo	untested	"wild, savage, fierce"		adj		o/ā				ǵʰwer		ǵʰwéros		ǵʰwérosyo				draft		inherited																		Emotions and values	Virtue and character																																
53763	mū́s	ˈmuːs	untested	mūzés	muː.ˈzes	untested	mouse		noun		root noun	fm			muHs		múHs		muHs-és				canon		inherited					*mūs-	Lat. mūs f. 'mouse'												Animals	Wild mammals																																
53805	talnā́ti	tal.ˈnaː.ti	untested	talnánti	tal.ˈnan.ti	untested	"bear, lift, endure"		verb				athematic	nasal-infix	telh₂		tl̥néh₂ti		tl̥nh₂énti				draft	simplex	inherited		"athematic nasal infix present; PItal + PC agree on nasal element (Latin tollō, OIr tlenaid); PGmc remodeled (*þulaną); second athematic nasal infix verb alongside gannṓti"		OIr tlenaid (nasal present	*þulaną (remodeled	"tollō (< *tl̥nh₂ō, thematicized nasal"												Basic actions and technology	Physical manipulation					ganṓti						eh₂→ā (H-A coloring + H-B2 lengthening)																1					
53911	ésti	ˈes.ti	untested	sénti	ˈsen.ti	untested	is		verb				athematic	root	h₁es		h₁ésti		h₁s-énti				canon	simplex	inherited																		Basic actions and technology	Existence																						1										
54002	ókvos	ˈo.kʷos	untested	ókvozio	ˈo.kʷo.z͡jo	untested	eye	dialectal	noun		o	m			h₃ekʷ								draft	derivation	innovation																		The body	Head and face																																
54195	ɣórtos	ˈɣor.tos	untested	ɣortozio	ɣor.to.z͡jo	untested	enclosed space for agriculture		noun		o	m			ǵʰor		ǵʰórtos						canon		inherited																		Agriculture and vegetation	Farming																																
54333	iemós	je.ˈmos	untested	iemózio	je.ˈmo.z͡jo	untested	twin		noun		o	m			yemH		yemHós		yemHósyo				hold		inherited																		Kinship	Core kin																																
54480	dékam	ˈde.kam	untested			untested	ten		num		indecl				deḱ		déḱm̥(t)						canon	simplex	inherited				*dekam		Lat. decem												Quantity	Cardinal numbers																																
54599	vezuvḗrā	we.zu.ˈweː.raː	untested	vezuvḗrās	we.zu.ˈweː.raːs	untested	personal epithet lit. 'good (and) true'		noun (name)		ā	f											draft	compound	innovation																		Names	Personal names																																
54717	kveturdekám	kve.tur.de.ˈkam	untested			untested	fourteen (14)		num														draft	simplex	inherited																																																			
54795	ðvṓr	ˈðwoːr	untested	ðurés	ðu.ˈres	untested	door		noun		root noun	f			dʰwōr	review_base_not_root	dʰwṓr						canon	simplex	inherited																		The house	Building parts																																
54853	míɣlā	ˈmiɣ.laː	untested	miɣlās	miɣ.laːs	untested	mist		noun		ā	f			h₃migʰl		h₃migʰleh₂						canon		inherited																		The physical world	Weather																																
54987	rektús	rek.ˈtus	untested	rektóus	rek.ˈto͡ws	untested	law		noun		u	m			h₃reǵ								draft																				Law	Law and authority																																
55168	vēroɣoizós	weː.ro.ɣo͡j.ˈzos	untested	vēroɣoizozío	weː.ro.ɣo͡j.zo.ˈz͡jo	untested	"personal name, lit. 'true spear'"		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
55181	vērorḗks	weː.ro.ˈreːks	untested	vēroregés	weː.ro.re.ˈges	untested	"personal name, lit. 'true king'"		noun (name)		root noun	m											draft	compound	innovation																		Names	Personal names																																
55248	óktō	ˈok.toː	untested			untested	eight		num		indecl				h₃eḱt		h₃eḱteh₃						canon		inherited				*oxtii		Lat. octo												Quantity	Cardinal numbers																																
55383	árktos	ˈark.tos	untested	árktozio	ˈark.to.z͡jo	untested	bear		noun		o	m			h₂retḱ		h₂ŕ̥tḱos						canon	simplex	inherited																		Animals	Wild mammals												1					1					1					1		1			
55402	svādurḗks	swaː.du.ˈreːks	untested	svāduregés	swaː.du.re.ˈges	untested	"personal name, lit. 'sweet/kind king'"		noun (name)		root noun	m											draft	compound	innovation																		Names	Personal names																																
55423	ɣvérō	ˈɣʷe.roː	untested	ɣveronés	ˈɣʷe.ro.ˈnes	untested	"beast, monster"		noun		ō/nés	m			ǵʰwer-		ǵʰwér-ō		ǵʰweronés				draft		inherited																		Animals	Wild mammals																																
55518	sóugeti	ˈsou̯.ɡe.ti	untested			untested	to suck		verb				thematic	root	sewg		sewg-e-ti						draft	simplex	inherited		verb; *dʰeh₁(y)-																											1																						
55677	géntrī	ˈgen.triː	untested	gentriiā́s	gen.tri.ˈjaːs	untested	mother (in biological sense)		noun		ī/iā	f			ǵenh₁		ǵénh₁trih₂						canon		inherited																		Kinship	Lineage																																
55700	lókus	ˈlo.kus	untested	lokóus	lo.ko͡ws	untested	lake		noun		u	m			lok		lókus						canon		inherited				*loku-		Lat. lacus												The physical world	Sea and lake										lake																						
56536	danvivéits	dan.wi.ˈwe͡jts	untested	danviveités	dan.wi.we͡j.ˈtes	untested	"water-minder, well-watcher, water-priest, guardian of the sacred precinct"		noun		root noun	m			deh₂nu + weyd		dānwīwoydtis						canon	compound	innovation		institutional role created by the Woman in the Well myth; keeper of the termana and the sakrowestrom; role may be hereditary or initiated															dā́nvī; véits	Religion and belief	Ritual					dā́nvī; sakrovéstrom; térman; veikspotís																											
56561	vā́stos	ˈwaː.stos	untested	vā́stozio	ˈwaː.sto.z͡jo	untested	empty		adj		o/ā				h₁weh₂s		h₁wéh₂stos						canon		inherited																		Emotions and values	Negative qualities																																
57077	svādugénos	swaː.du.ˈge.nos	untested	svādugénozío	swaː.du.ˈge.no.z͡jo	untested	"personal name, lit. 'sweet/kind family'"		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
57472	gvamís	gʷa.ˈmis	untested	gvaméis	gʷa.ˈme͡js	untested	"animated dead person, zombie"		noun		i	f			gʷem; ǵʷem								draft	simplex	loan																																																			
57717	kléieti	ˈkle.je.ti	untested	kléionti	ˈkle.jon.ti	untested	"to lean, incline, slope"		verb				thematic	*-ye/o-	ḱley		ḱléyeti		ḱléyonti				draft	simplex	inherited		"thematic root present of *ḱley- ""lean""; uniform e-grade paradigm; cf. athematic nasal infix counterpart kalnéiti (#458); pre-vocalic *ey → i /j/"		OIr *klinid* (nasal present		clīnō (thematicized nasal	κλίνω											Spatial relations	Position					kalnéiti; kleitos; kléitrā						ey→i /j/ before V	1																				
57894	kvṓ	ˈkʷoː	untested	kunés	ku.ˈnes	untested	dog		noun		on	mf					ḱwṓ						canon		inherited																		Animals	Domestic animals										dog																						
57940	sēieti	seː.je.ti	untested	sēionti	seː.jon.ti	untested	sow		verb				thematic	*-ye/o-	seh₁		séh₁yeti						draft	simplex	inherited					*sean-	"Lat. sero, -ere 'to plant, sow seed'"												Agriculture and vegetation	Farming																																
58225	vērokā́relā	weː.ro.ˈkaː.re.laː	untested	vērokā́relās	weː.ro.ˈkaː.re.laːs	untested	"personal name, lit. 'true little dear one'"		noun (name)		ā	f											draft	compound	innovation																		Names	Personal names																																
58246	sálikā	ˈsa.li.kaː	untested	salikās	sa.li.ˈkaːs	untested	willow (tree)		noun		ā	f			sh₂l		sh₂l̥ikeh₂						canon		inherited																		Agriculture and vegetation	Trees																																
58492	déivī	ˈdej.wiː	untested	deiviiā́s	dej.wi.ˈjaːs	untested	goddess		noun		ī/iā	f			deiw		déiwih₂			déiw.yeh₂			canon	simplex	inherited																		Religion and belief	Deities																																
58497	vezuklévā	we.zu.ˈkle.waː	untested	vezuklévās	we.zu.ˈkle.waːs	untested	personal epithet lit. 'good (and) famous'		noun (name)		ā	f											draft	compound	innovation																		Names	Personal names																																
58908	pálmā	ˈpal.maː	untested	pálmās	ˈpal.maːs	untested	palm		noun		ā	f			pl̥h₂m	review_zero_grade_or_stem	pĺ̥h₂meh₂						canon		inherited				*lāmā	*fulmo-	Lat. palma												The body	Limbs and extremities																																
58923	stratós	stra.ˈtos	untested	stratozio	stra.ˈto.z͡jo	untested	"spread apart, stretched out"		adj		o/ā				sterh₃		str̥h₃tós						canon		inherited					*straujan-	"Lat. struo, -ere 'to arrange"												Spatial relations	Position																																
58993	svórdos	ˈswor.dos	untested	svórdozio	ˈswor.do.z͡jo	untested	dirty		adj		o/ā				swerd		swordā́						canon		inherited																		Agriculture and vegetation	Plant qualities										dirty																						
59038	ménman	ˈmen.man	untested	manméns	man.ˈmens	untested	understanding		noun		man/mén-	n			men		mén-mn̥		mn̥méns				draft																				Cognition	Mind																																
59175	gʷī́vom	ˈgʷiː.wom	untested	gʷīvózio	gʷiː.ˈwo.z͡jo	untested	life (as animating principle)		noun		o	n			gʷeyh₃		gʷih₃wóm						canon		inherited		PIE *gʷih₃wóm; neuter o-stem; same root as gvīvós (alive) #103 and gvītis (life) #102	"used in epithet agnis gʷīwoz͡jo ('fire of life'); may be semantically distinct from gvītis (#102): gʷīwom as the animating life-force/principle, gvītis as 'lifetime, span of life'; register distinction plausible — gʷīwom more theological/poetic"		*kwiwaz (alive	vīta (Latin	bíos (life											Religion and belief	Sacred concepts		gvī́tis			gvīvós; gvī́tis; agnís; éngman																											
59212	káptos	ˈkap.tos	untested	kaptozio	ˈkap.to.z͡jo	untested	"captive, prisoner"		noun		o	m						kh₂p.ˈtos					canon		inherited		derived from adj. kaptā																Law	Justice and bondage																																
59293	oinodékam	o͡j.no.ˈde.kam	untested			untested	eleven (11)		num														draft	simplex	inherited																																																			
59435	léuðertos	ˈlew.ðer.tos	untested	leuðertozio	lew.ðer.to.z͡jo	untested	freed-man		noun		o	m			h₁leudʰ		h₁leudʰertos						canon		inherited																		Law	Freedom																																
59598	ékvos	ˈe.kʷos	untested	ékvozio	ˈe.kʷo.z͡jo	untested	horse		noun		o	m			h₁eḱw		h₁éḱwos						canon	simplex	inherited				*marko-														Animals	Domestic animals													1									1										
59669	pénkve	ˈpen.kʷe	untested			untested	five		num		indecl				penkʷe	review_base_not_root	pénkʷe						canon		inherited				*kwenkwe	*libro-	Lat. qufnque												Quantity	Cardinal numbers										five																						
59682	dapnóm	dap.ˈnom	untested	dapnózio	dap.ˈno.z͡jo	untested	sacrifice		noun		o	n						dh₂p.nóm					canon	simplex	inherited																		Religion and belief	Ritual																																
59968	ánats	ˈa.nats	untested	anatés	a.na.ˈtes	untested	duck		noun		root noun	fm			h₂enh₂		h₂énh₂ts		h₂n̥h₂tés				canon	simplex	inherited					*anad-													Animals	Birds																																
60196	valtós	wal.ˈtos	untested	valtózio	wal.ˈto.z͡jo	untested	"wanted, wished for, desired"		adj		o/ā				welh₁								draft	derivation	innovation																		Cognition	Volition																																
60296	palzā́	pal.ˈzaː	untested	palzā́s	pal.ˈzaːs	untested	cliff		noun		ā	f											draft	derivation	loan																		The physical world	Landscape					palzóm; targóm; targā́																											
60298	plékteti	ˈplek.te.ti	untested	pléktonti	ˈplek.ton.ti	untested	"to plait, weave, braid"		verb				thematic	root	pleḱ		pléḱ-te-ti		pléḱ-ton-ti				draft	simplex	inherited																plektós		Basic actions and technology	Making and crafting																																
60396	né	ˈne	untested			untested	not		particle						ne		ne						draft	simplex	inherited				*ne-kwe	*ne	Lat. ne-que												Speech and language	Function words										not																						
