page,line,headword,gloss,class,heading
220,10900,*kom-oxti-,"power, wealth",Noun,"*kom-oxti- 'power, wealth' [Noun]"
220,10907,*kom-riga,"binding, bond",Noun,"*kom-riga 'binding, bond' [Noun]"
220,10911,*kom-skara-,"divide, destroy",Vb,"*kom-skara- 'divide, destroy' [Vb]"
221,10921,*kom-sniy-o-,"contend, strive for",Vb,"*kom-sniy-o- 'contend, strive for' [Vb]"
221,10928,*kondo-,"protuberance, preeminence, reason",Noun,"*kondo- 'protuberance, preeminence, reason' [Noun]"
221,10937,*koret-,"palisade, wall",Noun,"*koret- 'palisade, wall' [Noun]"
221,10949,*korkkyo-,oats,Noun,*korkkyo- 'oats' [Noun]
222,10966,*kormi,beer,Noun,*kormi 'beer' [Noun]
222,10984,*korno-,horn,Noun,*korno- 'horn' [Noun]
222,10988,*koro-,"act of putting, casting, a throw",Noun,"*koro- 'act of putting, casting, a throw' [Noun]"
222,11004,*koruko-,(leather) boat,Noun,*koruko- '(leather) boat' [Noun]
222,11014,*korxsā,"heron, crane",Noun,"*korxsā 'heron, crane' [Noun]"
223,11033,*koryo-,"troop, tribe",Noun,"*koryo- 'troop, tribe' [Noun]"
223,11046,*koslo-,hazel,Noun,*koslo- 'hazel' [Noun]
223,11065,*kotto-,old,Adj,*kotto- 'old' [Adj]
224,11079,*kowdo-,hiding place,Adj,*kowdo- 'hiding place' [Adj]
224,11089,*kowik-,cuckoo,Noun,*kowik- 'cuckoo' [Noun]
224,11100,*kowna,litter (of dogs),Noun,*kowna 'litter (of dogs)' [Noun]
224,11113,*kow-wari-,"proper, fitting",Adj,"*kow-wari- 'proper, fitting' [Adj]"
225,11130,*koxsā,leg,Noun,*koxsā 'leg' [Noun]
225,11138,*koylo-,thin,Adj,*koylo- 'thin' [Adj]
225,11152,*koymo-,"dear, nice",Adj,"*koymo- 'dear, nice' [Adj]"
225,11166,*krābi-,"devotion, religious practice",Noun,"*krābi- 'devotion, religious practice' [Noun]"
226,11181,*krlifo-,"stable, enclosure",Noun,"*krlifo- 'stable, enclosure' [Noun]"
226,11203,*kred-dī-,believe,Vb,*kred-dī- 'believe' [Vb]
226,11219,*kreddīmlā,"faith, believing",Noun,"*kreddīmlā 'faith, believing' [Noun]"
227,11229,*kredro/i-,"relic, sacred object",,"*kredro/i- 'relic, sacred object'"
227,11240,"*kremu-,",(wild) garlic,Noun,"*kremu-, *kramo- '(wild) garlic' [Noun]"
227,11256,*kre(n)xtu-,wound,Noun,*kre(n)xtu- 'wound' [Noun]
227,11269,*kret-o-,"meet, approach",Vb,"*kret-o- 'meet, approach' [Vb]"
228,11286,*krī-tro-,sieve,Noun,*krī-tro- 'sieve' [Noun]
228,11298,*krid-,"shrink, grow thinner",Vb,"*krid- 'shrink, grow thinner' [Vb]"
228,11310,*kridyo-,heart,Noun,*kridyo- 'heart' [Noun]
229,11335,*krif-,body,Noun,*krif- 'body' [Noun]
229,11350,*krīkʷā,"furrow, trench, boundary",Noun,"*krīkʷā 'furrow, trench, boundary' [Noun]"
229,11364,*kri-ni-,"sift, shake",Vb,"*kri-ni- 'sift, shake' [Vb]"
230,11381,*krīno-,"withered, dry",Adj,"*krīno- 'withered, dry' [Adj]"
230,11398,*krissu-,belt,Noun,*krissu- 'belt' [Noun]
230,11412,*krito-,"trembling, fever",Noun,"*krito- 'trembling, fever' [Noun]"
230,11423,*krittā,"body, frame, shape",Noun,"*krittā 'body, frame, shape' [Noun]"
231,11439,*krixso-,curly-haired,Adj,*krixso- 'curly-haired' [Adj]
231,11452,*krok(ke)no-,skin,Noun,*krok(ke)no- 'skin' [Noun]
231,11466,*krowdi-,rude,Adj,*krowdi- 'rude' [Adj]
231,11470,*krowko-,"heap, hill",Noun,"*krowko- 'heap, hill' [Noun]"
232,11488,*krfi-,blood,Noun,*krfi- 'blood' [Noun]
232,11504,*krumbo-,"round, curved",Adj,"*krumbo- 'round, curved' [Adj]"
232,11516,*krundi-,"round, compact",,"*krundi- 'round, compact'"
233,11533,*krutto-,"round object, womb",Noun,"*krutto- 'round object, womb' [Noun]"
233,11546,*kuf-sko-,sleep,Vb,*kuf-sko- 'sleep' [Vb]
233,11561,*kukro-,curved,Adj,*kukro- 'curved' [Adj]
233,11577,*kul(t)o-,"sin, violation",Noun,"*kul(t)o- 'sin, violation' [Noun]"
234,11595,*kuli-,"mosquito, fly",Noun,"*kuli- 'mosquito, fly' [Noun]"
234,11609,*kfilo-,comer,Noun,*kfilo- 'comer' [Noun]
234,11624,*kumba,valley,Noun,*kumba 'valley' [Noun]
235,11642,*kurro-,"pointed, protruding, angled",Adj,"*kurro- 'pointed, protruding, angled' [Adj]"
235,11654,*kuti-,"sack, scrotum",Noun,"*kuti- 'sack, scrotum' [Noun]"
235,11666,*kuwo-,hollow,Adj,*kuwo- 'hollow' [Adj]
236,11688,*kuwyo-,young animal,Noun,*kuwyo- 'young animal' [Noun]
236,11699,*lab(a)ro-,"eloquent, talkative",Adj,"*lab(a)ro- 'eloquent, talkative' [Adj]"
236,11716,*lllfigo-,calf,Noun,*lllfigo- 'calf' [Noun]
237,11735,*laggo-,"weak, slack",Adj,"*laggo- 'weak, slack' [Adj]"
237,11747,*lam-yo-,dare,Vb,*lam-yo- 'dare' [Vb]
237,11762,*landā,open land,Noun,*landā 'open land' [Noun]
238,11779,*lanx-sman-,jump,Noun,*lanx-sman- 'jump' [Noun]
238,11791,*lati-,"liquid, fluid",Noun,"*lati- 'liquid, fluid' [Noun]"
238,11808,*lato-,"furor, ardor",Noun,"*lato- 'furor, ardor' [Noun]"
238,11819,*latyo-,day,Noun,*latyo- 'day' [Noun]
239,11841,*lawano-,"provisions, food, sustenance",Noun,"*lawano- 'provisions, food, sustenance' [Noun]"
239,11860,*lawaro-,"many, a lot",Adj,"*lawaro- 'many, a lot' [Adj]"
239,11864,*laweno-,merry,Adj,*laweno- 'merry' [Adj]
239,11868,*lawgo-,"prize, price",Noun,"*lawgo- 'prize, price' [Noun]"
239,11872,*lāyko-,warrior,Noun,*lāyko- 'warrior' [Noun]
240,11894,*la-yo-,"put, lay down, throw",Vb,"*la-yo- 'put, lay down, throw' [Vb]"
240,11911,*laxsaro-,"burning, shining",Adj,"*laxsaro- 'burning, shining' [Adj]"
240,11923,*lega,spoon,Noun,*lega 'spoon' [Noun]
241,11939,*leg-o-,melt,Vb,*leg-o- 'melt' [Vb]
241,11948,*leg-o-,"to lay, lie down",Vb,"*leg-o- 'to lay, lie down' [Vb]"
241,11960,"*legu-,",small,Adj,"*legu-, *lagu- 'small' [Adj]"
242,11989,*leg(y)o-,"bed, couch, place",Noun,"*leg(y)o- 'bed, couch, place' [Noun]"
242,12006,"*lemo-,",elm,Noun,"*lemo-, *limo- 'elm' [Noun]"
242,12026,*leng-o-,jump,Vb,*leng-o- 'jump' [Vb]
243,12045,*lēro-,"complete, diligent",Adj,"*lēro- 'complete, diligent' [Adj]"
243,12055,*lestro-,vessel,Noun,*lestro- 'vessel' [Noun]
243,12072,*letos,side,Noun,*letos 'side' [Noun]
244,12094,*lig-o-,lick,Vb,*lig-o- 'lick' [Vb]
244,12104,*lim-i-,"sharpen, polish",Vb,"*lim-i- 'sharpen, polish' [Vb]"
244,12116,*li-na-,stick,Vb,*li-na- 'stick' [Vb]
244,12127,"*lindu-,","liquid, lake",Noun,"*lindu-, *lindo- 'liquid, lake' [Noun]"
245,12148,*li-n-kʷ-o-,"leave, let",Vb,"*li-n-kʷ-o- 'leave, let' [Vb]"
245,12158,*linnā,"veil, cloak",Noun,"*linnā 'veil, cloak' [Noun]"
245,12185,*līno-,"flow, flood",Noun,"*līno- 'flow, flood' [Noun]"
246,12201,*liro-,"sea, ocean",Noun,"*liro- 'sea, ocean' [Noun]"
246,12213,*lissu-,abhorrence,Noun,*lissu- 'abhorrence' [Noun]
246,12223,*liti(-ako)-,accused,Adj,*liti(-ako)- 'accused' [Adj]
246,12235,*litu-,"feast, celebration",Noun,"*litu- 'feast, celebration' [Noun]"
247,12250,*līwank-,"stone, pillar",Noun,"*līwank- 'stone, pillar' [Noun]"
247,12267,*līwo-,stream,Noun,*līwo- 'stream' [Noun]
247,12271,*liwo-,color,Noun,*liwo- 'color' [Noun]
247,12285,*liy-ant-,flood,Noun,*liy-ant- 'flood' [Noun]
248,12302,*liy-o-,flow,Vb,*liy-o- 'flow' [Vb]
248,12314,*loferno-,fox,Noun,*loferno- 'fox' [Noun]
248,12327,*loku-,"lake, pool",Noun,"*loku- 'lake, pool' [Noun]"
249,12347,*lomana,"rope, thong",Noun,"*lomana 'rope, thong' [Noun]"
249,12362,*longa,"boat, vessel",Noun,"*longa 'boat, vessel' [Noun]"
249,12377,*lorgo-,trace,Noun,*lorgo- 'trace' [Noun]
249,12391,*lorgā,"stick, club",Noun,"*lorgā 'stick, club' [Noun]"
250,12410,*lowatro-,bath,Noun,*lowatro- 'bath' [Noun]
250,12423,*lowdo-,obstacle,Noun,*lowdo- 'obstacle' [Noun]
250,12438,*lowko-,"bright, light",Adj,"*lowko- 'bright, light' [Adj]"
251,12458,*lowteto-,muddy,Adj,*lowteto- 'muddy' [Adj]
251,12462,*lowtu-,ash,Noun,*lowtu- 'ash' [Noun]
251,12478,*loyda,"poem, lay",Noun,"*loyda 'poem, lay' [Noun]"
251,12482,*loyd-o-,"exhort, incite",Vb,"*loyd-o- 'exhort, incite' [Vb]"
251,12496,*lub-o-,love,Vb,*lub-o- 'love' [Vb]
252,12509,*lubila,"herb, plant",Noun,"*lubila 'herb, plant' [Noun]"
252,12528,*lud-,went,Vb,*lud- 'went' [Vb]
252,12538,*lugiyo-,oath,Noun,*lugiyo- 'oath' [Noun]
253,12555,*tugri,moon,Noun,*tugri 'moon' [Noun]
253,12574,*Lugu-,god Lug,Noun,"*Lugu- 'god Lug', perhaps originally 'the shiny one' [Noun]"
253,12591,*luk-o-,"see, perceive, set eyes upon",Vb,"*luk-o- 'see, perceive, set eyes upon' [Vb]"
254,12623,*lu-n-g-o-,"put, place",Vb,"*lu-n-g-o- 'put, place' [Vb]"
254,12634,*lu-n-g-o-,eat,Vb,*lu-n-g-o- 'eat' [Vb]
254,12638,*lussu-,"herb, vegetable",Noun,"*lussu- 'herb, vegetable' [Noun]"
254,12653,*lutā,"mud, dirt",Noun,"*lutā 'mud, dirt' [Noun]"
255,12670,*liitu-,"anger, power",Noun,"*liitu- 'anger, power' [Noun]"
255,12684,*luwl,louse,Noun,*luwl 'louse' [Noun]
255,12699,*luw-o-,escape,Vb,*luw-o- 'escape' [Vb]
255,12709,*luxsman-,"drop, a sip",Noun,"*luxsman- 'drop, a sip' [Noun]"
256,12724,*luxtu-,"contents; crowd, people",Noun,"*luxtu- 'contents; crowd, people' [Noun]"
256,12739,"*ma,",if,Conjunction,"*ma, *ma 'if' [Conjunction]"
256,12751,*mad-yo-,break,Vb,*mad-yo- 'break' [Vb]
257,12772,*madyo-,"futile, useless",Adj,"*madyo- 'futile, useless' [Adj]"
257,12783,*magino-,"stone, place",Noun,"*magino- 'stone, place' [Noun]"
257,12797,*maglo-,"noble, chief",Noun,"*maglo- 'noble, chief' [Noun]"
258,12818,*magos-,"plain, field",Noun,"*magos- 'plain, field' [Noun]"
258,12835,*magyo-,great,Adj,*magyo- 'great' [Adj]
258,12844,*makʷo-,son,Noun,*makʷo- 'son' [Noun]
259,12864,*mak-o-,"increase, raise, feed",Vb,"*mak-o- 'increase, raise, feed' [Vb]"
259,12882,*makina,bellow,Noun,*makina 'bellow' [Noun]
259,12893,*mallo-,"slow, lazy",Adj,"*mallo- 'slow, lazy' [Adj]"
260,12912,"*mal-o-,",grind,Vb,"*mal-o-, *mel-o- 'grind' [Vb]"
260,12926,*malo-,praise,Noun,*malo- 'praise' [Noun]
260,12930,*mamm(y)a,"mother, nanny",Noun,"*mamm(y)a 'mother, nanny' [Noun]"
260,12947,*mani-,"turf, peat",Noun,"*mani- 'turf, peat' [Noun]"
261,12962,*man-yo-,"think, remember",Vb,"*man-yo- 'think, remember' [Vb]"
261,12978,*manti-,quantity,Noun,*manti- 'quantity' [Noun]
261,12992,*manto-,"gums, jaw",Noun,"*manto- 'gums, jaw' [Noun]"
261,13004,*mantro-,"trampling, grinding",Noun,"*mantro- 'trampling, grinding' [Noun]"
261,13008,*mark-āko-,horseman,Noun,*mark-āko- 'horseman' [Noun]
262,13023,*marko-,horse,Noun,*marko- 'horse' [Noun]
262,13043,*mar-na-,betray,Vb,*mar-na- 'betray' [Vb]
262,13056,*mar-o-,remain,Vb,*mar-o- 'remain' [Vb]
263,13070,*mliro-,great,Adj,*mliro- 'great' [Adj]
263,13091,*marsto/i-,"fate, untimely death",Noun,"*marsto/i- 'fate, untimely death' [Noun]"
264,13115,*marw-a-,die,Vb,*marw-a- 'die' [Vb]
264,13119,*marwo-,dead,Adj,*marwo- 'dead' [Adj]
264,13134,*marwo-natu-,"funerary poem, eulogy",Noun,"*marwo-natu- 'funerary poem, eulogy' [Noun]"
264,13144,*mati-,good,Adj,*mati- 'good' [Adj]
265,13170,*matir,mother,Noun,*matir 'mother' [Noun]
265,13188,*maylo-,bald,Adj,*maylo- 'bald' [Adj]
265,13201,*mazdyo-,stick,Noun,*mazdyo- 'stick' [Noun]
266,13218,*mebla,shame,Noun,*mebla 'shame' [Noun]
266,13234,*med-o-,"measure, judge",Vb,"*med-o- 'measure, judge' [Vb]"
266,13248,*medu,"mead, alcoholic drink",Noun,"*medu 'mead, alcoholic drink' [Noun]"
267,13269,*medyo-,middle,Noun,*medyo- 'middle' [Noun]
267,13282,*meko-,"sack, bushel (of grain)",Noun,"*meko- 'sack, bushel (of grain)' [Noun]"
267,13295,*meldo-,"mild, pleasant",Adj,"*meldo- 'mild, pleasant'; *mlido- 'soft' [Adj]"
268,13320,*melgos-,milk,Noun,*melgos- 'milk' [Noun]
268,13330,*meli,honey,Noun,*meli 'honey' [Noun]
268,13348,*melino-,yellow,Adj,*melino- 'yellow' [Adj]
268,13360,*mello-,"destruction, confusion",Noun,"*mello- 'destruction, confusion' [Noun]"
269,13376,*meni,flour,Noun,*meni 'flour' [Noun]
269,13393,*menādo-,awl,Noun,*menādo- 'awl' [Noun]
269,13404,*mendrā,blemish,Noun,*mendrā 'blemish' [Noun]
269,13408,*mendu-,"mark, sign",Noun,"*mendu- 'mark, sign' [Noun]"
270,13423,*menekki-,"frequent, abundant",Adj,"*menekki- 'frequent, abundant' [Adj]"
270,13438,*menekkyl,frequency,Noun,*menekkyl 'frequency' [Noun]
270,13442,*ml!ni-,"mineral, metal",Noun,"*ml!ni- 'mineral, metal' [Noun]"
270,13455,*menman-,"thought, mind",Noun,"*menman- 'thought, mind' [Noun]"
271,13470,*menno-,"young of an animal, kid",Noun,"*menno- 'young of an animal, kid' [Noun]"
271,13490,*meno-,wish,Noun,*meno- 'wish' [Noun]
271,13503,*mentyon-,"thought, mention",Noun,"*mentyon- 'thought, mention' [Noun]"
272,13517,*menwo-,"small, minute",Adj,"*menwo- 'small, minute' [Adj]"
272,13529,*mergi,"rust, corrosion",Noun,"*mergi 'rust, corrosion' [Noun]"
272,13541,*merka,maiden,Noun,*merka 'maiden' [Noun]
272,13554,*mero-,"crazy, silly",Adj,"*mero- 'crazy, silly' [Adj]"
273,13569,*merwi-,lifeless,Adj,*merwi- 'lifeless' [Adj]
273,13580,*mesal-ka,blackbird,Noun,*mesal-ka 'blackbird' [Noun]
273,13592,*messo-,"bad, worst",Adj,"*messo- 'bad, worst' [Adj]"
273,13606,*messu-,acorn,Noun,*messu- 'acorn' [Noun]
274,13624,*messu-,judgement,Noun,*messu- 'judgement' [Noun]
274,13628,*metelo-,reaper,Noun,*metelo- 'reaper' [Noun]
274,13642,*met(t)o-,"decay, blight, shame",Noun,"*met(t)o- 'decay, blight, shame' [Noun]"
274,13655,*met-o-,"reap, cut",Vb,"*met-o- 'reap, cut' [Vb]"
275,13673,"*meto-,","fat, soft",Adj,"*meto-, *meti- 'fat, soft' [Adj]"
275,13689,*mezgo-,whey,Noun,*mezgo- 'whey' [Noun]
275,13702,"*mi,",I,"Pron, Acc. s","*mi, *me 'I' [Pron, Acc. s]"
276,13723,*mi-nV-,change position,Vb,*mi-nV- 'change position' [Vb]
276,13738,*mi-nu-,bind,Vb,*mi-nu- 'bind' [Vb]
276,13746,*mik-n-,"shine, look",Vb,"*mik-n- 'shine, look' [Vb]"
276,13763,*mīlo-,animal,Noun,*mīlo- 'animal' [Noun]
277,13782,*mindu-,"crown, diadem",Noun,"*mindu- 'crown, diadem' [Noun]"
277,13793,*mīno-,"tender, soft",Adj,"*mīno- 'tender, soft' [Adj]"
277,13797,*mīns-,month,Noun,*mīns- 'month' [Noun]
277,13814,*mīros-,"piece of meat, food",Noun,"*mīros- 'piece of meat, food' [Noun]"
278,13831,*misko-,"mixed, confused",Adj,"*misko- 'mixed, confused' [Adj]"
278,13847,*mlasto-,taste,Noun,*mlasto- 'taste' [Noun]
278,13862,*mūlto/i-,"tender, soft",Adj,"*mūlto/i- 'tender, soft' [Adj]"
279,13883,*mlig-o-,milk,Vb,*mlig-o- 'milk' [Vb]
279,13896,*mlixto-,milk,Noun,*mlixto- 'milk' [Noun]
279,13906,*mogu-,servant,Noun,*mogu- 'servant' [Noun]
279,13920,*mokku-,pig,Noun,*mokku- 'pig' [Noun]
280,13938,*mol-a-,praise,Vb,*mol-a- 'praise' [Vb]
280,13960,*molto-,"ram, wether",Noun,"*molto- 'ram, wether' [Noun]"
280,13972,*monetu-,going,Verbal Noun,*monetu- 'going' [Verbal Noun]
281,13989,*mon-i-,go,Vb,*mon-i- 'go' [Vb]
281,14007,*moni-,neck,Noun,*moni- 'neck' [Noun]
281,14021,*moni-,"protection, patronage",Noun,"*moni- 'protection, patronage' [Noun]"
282,14043,*moniklo-,collar,Noun,*moniklo- 'collar' [Noun]
282,14047,*moniyo-,mountain,Noun,*moniyo- 'mountain' [Noun]
282,14061,*mori-,sea,Noun,*mori- 'sea' [Noun]
283,14081,*morwi-,ant,Noun,*morwi- 'ant' [Noun]
283,14098,*mora,female demon,Noun,*mora 'female demon' [Noun]
283,14109,*morena,girl,Noun,*morena 'girl' [Noun]
283,14113,*moxs,early,Adverb,*moxs 'early' [Adverb]
283,14125,*moyni-,"treasure, precious object",Noun,"*moyni- 'treasure, precious object' [Noun]"
284,14143,*moyto-,tender,Adj,*moyto- 'tender' [Adj]
284,14155,*mraki-,malt,Noun,*mraki- 'malt' [Noun]
284,14173,*mrato-,deceit,Noun,*mrato- 'deceit' [Noun]
285,14188,*mrixto-,"variegated, diversified, painted, speckled",Adj,"*mrixto- 'variegated, diversified, painted, speckled' [Adj]"
285,14203,*mrogi-,"territory, region",Noun,"*mrogi- 'territory, region' [Noun]"
285,14222,*mug-,conceal,Vb,*mug- 'conceal' [Vb]
286,14234,*muk-V-,smoke,Noun,*muk-V- 'smoke' [Noun]
286,14251,*mtlno-,urine,Noun,*mtlno- 'urine' [Noun]
286,14262,*musso-,dirty,Adj,*musso- 'dirty' [Adj]
286,14277,*mustako-,boy,Noun,*mustako- 'boy' [Noun]
287,14295,*muto-,penis,Noun,*muto- 'penis' [Noun]
287,14309,*muxto-,"soft, tender",Adj,"*muxto- 'soft, tender' [Adj]"
288,14333,*nask-o-,bind,Vb,*nask-o- 'bind' [Vb]
288,14348,*namant-,enemy,Noun,*namant- 'enemy' [Noun]
288,14359,*nanti-,"fight, battle",Noun,"*nanti- 'fight, battle' [Noun]"
288,14372,"*nantu-,","stream, valley",Noun,"*nantu-, *nanto- 'stream, valley' [Noun]"
289,14389,*nāro-,"noble, great-hearted",Adj,"*nāro- 'noble, great-hearted' [Adj]"
289,14408,*nāryā,"modesty, magnanimity",Noun,"*nāryā 'modesty, magnanimity' [Noun]"
289,14412,*natrik-,serpent,Noun,*natrik- 'serpent' [Noun]
289,14427,*natu-,poem,Noun,*natu- 'poem' [Noun]
290,14448,*nliwli,boat,Noun,*nliwli 'boat' [Noun]
290,14460,*nliw(i)nya,hunger,Noun,*nliw(i)nya 'hunger' [Noun]
290,14476,*nawito-,need,Noun,*nawito- 'need' [Noun]
291,14489,"*ne,",not,Negation,"*ne, *ni, *ni 'not' [Negation]"
291,14509,*nebo-,"vigour, vital spirit",Noun,"*nebo- 'vigour, vital spirit' [Noun]"
291,14522,*nefti-,"niece, sister",Noun,"*nefti- 'niece, sister's daughter' [Noun]"
291,14533,*nefot-,"nephew, sister",Noun,"*nefot- 'nephew, sister's son' [Noun]"
292,14552,*ne-kʷe,not,Negation,*ne-kʷe 'not' [Negation]
292,14566,*nekʷo-,someone,Pron,*nekʷo- 'someone' [Pron]
292,14581,*nek(k)i,not,Particle,*nek(k)i 'not' [Particle]
293,14597,*nemā,"brilliance, beauty",Noun,"*nemā 'brilliance, beauty' [Noun]"
293,14609,*nemeto-,"sacred place, sanctuary",Noun,"*nemeto- 'sacred place, sanctuary' [Noun]"
293,14622,*nemo-,poison,Noun,*nemo- 'poison' [Noun]
293,14632,*nemos-,"heaven, sky",Noun,"*nemos- 'heaven, sky' [Noun]"
294,14649,*nero-,hero,,*nero- 'hero'
294,14662,*nerto-,"strength, force",Noun,"*nerto- 'strength, force' [Noun]"
294,14683,*nesso-,closer,Adj,*nesso- 'closer' (comparative) [Adj]
295,14706,*nizdo-,nest,Noun,*nizdo- 'nest' [Noun]
295,14723,*now-slo-,"cry, shout",Noun,"*now-slo- 'cry, shout' [Noun]"
295,14733,*nowameto-,ninth,Ordinal Number,*nowameto- 'ninth' [Ordinal Number]
296,14759,*Nowdont-,,Theonym,*Nowdont- [Theonym]
296,14763,*nowyo-,new,Adj,*nowyo- 'new' [Adj]
296,14787,*noxtV-,night,Noun,*noxtV- 'night' [Noun]
297,14807,*noxto-,naked,Adj,*noxto- 'naked' [Adj]
297,14826,*noybo-,holy,Adj,*noybo- 'holy' [Adj]
297,14830,*nu,now,Adverb,*nu 'now' [Adverb]
298,14851,"*niisso-,","first milk, colostrum",Noun,"*niisso-, *nowsso- 'first milk, colostrum' [Noun]"
298,14866,*nuw-o-,"nod, assent to",Vb,"*nuw-o- 'nod, assent to' [Vb]"
298,14880,*obnu-,fear,Noun,*obnu- 'fear' [Noun]
299,14904,*odbo-,"knot, bulge",Noun,"*odbo- 'knot, bulge' [Noun]"
299,14920,*ofi-bā,"beauty, appearance",,"*ofi-bā 'beauty, appearance'"
299,14930,*ofi-belā,"spark, flame",Noun,"*ofi-belā 'spark, flame' [Noun]"
300,14945,*Ogmiyo-,a mythological name,,*Ogmiyo- 'a mythological name'
300,14961,*oketā,harrow,Noun,*oketā 'harrow' [Noun]
300,14978,*okri-,edge,Noun,*okri- 'edge' [Noun]
300,14982,*olinā,"elbow, angle",Noun,"*olinā 'elbow, angle' [Noun]"
301,14998,*olo-,"behind, beyond",Prep,"*olo- 'behind, beyond' [Prep]"
301,15014,*olyo-,"all, whole, every",Adj,"*olyo- 'all, whole, every' [Adj]"
301,15033,*omiyo-,"copper, bronze",Noun,"*omiyo- 'copper, bronze' [Noun]"
302,15053,*omo-,raw,Adj,*omo- 'raw' [Adj]
302,15070,*onko-,at,Prep,*onko- 'at' [Prep]
302,15082,*orbo-,"heir, inheritor",Noun,"*orbo- 'heir, inheritor' [Noun]"
303,15097,*ordo/ā-,hammer,Noun,*ordo/ā- 'hammer' [Noun]
303,15112,*org-o-,destroy,Vb,*org-o- 'destroy' [Vb]
303,15124,*orgyā,testicle,Noun,*orgyā 'testicle' [Noun]
303,15137,*osno-,ash-tree,Noun,*osno- 'ash-tree' [Noun]
304,15160,*owgro-,cold,Adj,*owgro- 'cold' [Adj]
304,15176,*owi-,sheep,Noun,*owi- 'sheep' [Noun]
304,15190,*owigno-,lamb,Noun,*owigno- 'lamb' [Noun]
305,15223,*owika,"hind, doe",Noun,"*owika 'hind, doe' [Noun]"
305,15235,*owma,cave,,*owma 'cave'
305,15248,*owxs-anata,sigh,Noun,*owxs-anata 'sigh' [Noun]
306,15263,*owxsV-,high,Adj,*owxsV- 'high' [Adj]
306,15277,*owxselo-,"high, elevated",Adj,"*owxselo- 'high, elevated' [Adj]"
306,15294,*owxsos,above,Prep,*owxsos 'above' [Prep]
307,15317,*owxtu-,cold,Noun,*owxtu- 'cold' [Noun]
307,15325,*oxtii,eight,Num,*oxtii 'eight' [Num]
307,15340,*oyget-,guest,Noun,*oyget- 'guest' [Noun]
307,15351,*oynano-,"alone, personally",,"*oynano- 'alone, personally'"
307,15355,*oyno-,one,Num,*oyno- 'one' [Num]
308,15378,*oyto-,oath,Noun,*oyto- 'oath' [Noun]
308,15390,*rād-ī-,talk,Vb,*rād-ī- 'talk' [Vb]
309,15408,*rano-,mane,Noun,*rano- 'mane' [Noun]
309,15423,*rasmiyo-,oar,,*rasmiyo- 'oar'
309,15427,*ra-yo-,row,Vb,*ra-yo- 'row' [Vb]
309,15442,*razd-o-,"scrape, scratch",Vb,"*razd-o- 'scrape, scratch' [Vb]"
309,15453,*redi-,"simple, easy",Adj,"*redi- 'simple, easy' [Adj]"
310,15470,*rēdo-,"the act of riding, chariot",Noun,"*rēdo- 'the act of riding, chariot' [Noun]"
310,15481,*red-o-,ride,Vb,*red-o- 'ride' [Vb]
310,15491,"*red-sman-,","movement, course",Noun,"*red-sman-, *ressman- 'movement, course' [Noun]"
310,15498,*regini-,"hard, stiff",,"*regini- 'hard, stiff'"
311,15510,*reg-o-,"extend, stretch, straighten",Vb,"*reg-o- 'extend, stretch, straighten' [Vb]"
311,15527,*reg-sman-,,,*reg-sman- (*rexsman-)
311,15535,*rek-o-,arrange,Vb,*rek-o- 'arrange' [Vb]
311,15545,*rek-o-,tear apart,Vb,*rek-o- 'tear apart' [Vb]
311,15556,*remesso-,period of time,Noun,*remesso- 'period of time' [Noun]
312,15572,*rem(r)o-,"great, fat, thick",Adj,"*rem(r)o- 'great, fat, thick' [Adj]"
312,15580,*rendi-,"point, peak",Noun,"*rendi- 'point, peak' [Noun]"
312,15592,*rēno-,large expanse of water,Noun,*rēno- 'large expanse of water' [Noun]
312,15603,*rentu-,"thing, matter",Noun,"*rentu- 'thing, matter' [Noun]"
313,15615,*ret-o-,run,Vb,*ret-o- 'run' [Vb]
313,15632,*retu-,course,,*retu- 'course'
313,15642,*rextu-,"fury, outburst of anger",Noun,"*rextu- 'fury, outburst of anger' [Noun]"
313,15651,*rextu-,"rule, law",Noun,"*rextu- 'rule, law' [Noun]"
314,15669,*rig-,king,Noun,*rig- 'king' [Noun]
314,15693,*rigani,queen,Noun,*rigani 'queen' [Noun]
315,15724,*rig-o-,go,Vb,*rig-o- 'go' [Vb]
315,15740,*rig-o-,stretch,Vb,*rig-o- 'stretch' [Vb]
316,15764,*rima,"number, count",Noun,"*rima 'number, count' [Noun]"
316,15780,*ri-na-,"count, sell, exchange",Vb,"*ri-na- 'count, sell, exchange' [Vb]"
316,15792,*ri-n-g-o-,torture,Vb,*ri-n-g-o- 'torture' [Vb]
316,15796,*rinno-,"quick, fast",Adj,"*rinno- 'quick, fast' [Adj]"
317,15821,*riya-tro-,"torrent, waterfall",Noun,"*riya-tro- 'torrent, waterfall' [Noun]"
317,15838,*rom-i-,"place, put",Vb,"*rom-i- 'place, put' [Vb]"
317,15851,*roto-,"wheel, chariot",Noun,"*roto- 'wheel, chariot' [Noun]"
318,15870,*rowd-smon-,red dye,Noun,*rowd-smon- 'red dye' [Noun]
318,15874,*rowdo-,red,Adj,*rowdo- 'red' [Adj]
318,15893,*rowesya,"field, open ground",Noun,"*rowesya 'field, open ground' [Noun]"
318,15902,*rowk(k)-/*ruk-,"tunic, mantle",,"*rowk(k)-/*ruk- 'tunic, mantle'"
319,15920,*rowtro-,"assault, onrush",Noun,"*rowtro- 'assault, onrush' [Noun]"
